,mid_x,mid_y,mid_z,DTT_Mass_Recovery,MS_Actual,Al_pct,As_ppm,Au_ppm,Be_ppm,Ca_pct,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_ppm,Na_pct,P_ppm,Pb_ppm,S_pct,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Ac,Cb,Ch,Cp,Ep,FeOx_1_pct,He_s,Kspar,Lm,Mt,Py,ANDE_LOWER,ANDE_UPPER,ANLT,BX,Fe1_M1_100,Fe1_M1_200,Fe1_M1_220,Fe1_M1_221,Fe1_M1_222,Fe1_M1_302,Fe1_M1_304,Fe1_M1_306,Fe1_M1_400,Fe1_M1_502,Fe1_M1_504,Fe1_M1_506,Fe1_M1_508,Fe1_M1_602,Fe1_M1_604,Fe1_M1_606,Fe1_M1_802,Fe1_M1_804,Fe1_M1_806,Fe1_M1_808,Fe1_M1_902,Fe1_M1_904,Fe1_M1_906,Fe1_M1_908,in,out
5,0.047354463,-0.256156801,-0.152572934,-0.623115578,-0.530518758,1.779974323,0.021491783,-1.166250924,0.171806167,0.054945055,0.037546934,-0.121898128,-1.665771222,0.556962025,0.235294118,-0.146118721,3.325142857,1.731707317,0.005838198,-0.509528586,0,0.109489051,2.379310345,3.489748369,0.140401146,0,0,1,0.02,0,-0.530909091,-0.1,0.333333333,0,-0.330232558,0.0075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.047354463,-0.256156801,-0.1956091,-0.418090452,-0.360879402,1.484399461,0.011378003,-1.007160015,0.348017621,0.428571429,0.042553191,0.077395637,-1.389609881,1.316455696,0.320261438,0.095890411,1.054857143,1.048780488,0.005838198,-0.569709127,0,0.069343066,2,3.353384733,0.140401146,0,0,1,0.033333333,0,-0.363636364,-0.15,0,0,-0.11627907,0.0075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,0.168217552,-0.099848518,-0.116637736,-0.454271357,-0.325718396,1.548150902,0.024020228,0.265567258,0.392070485,-0.076923077,0.028785982,0.741063223,-1.359869429,1.215189873,0.954248366,1.735159817,1.121142857,0.195121951,0.005838198,-0.204613842,0,0.332116788,1.620689655,2.398839278,0.140401146,0,0,1,0.033333333,0,-0.530909091,-0.12,0.333333333,0,-0.348837209,0.02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0.168217552,-0.099848518,-0.12381043,-0.454271357,-0.325718396,1.548150902,0.024020228,0.265567258,0.392070485,-0.076923077,0.028785982,0.741063223,-1.359869429,1.215189873,0.954248366,1.735159817,1.121142857,0.195121951,0.005838198,-0.204613842,0,0.332116788,1.620689655,2.398839278,0.140401146,0,0,0.666666667,0.266666667,0,0.727272727,-0.15,0,0,1.279069767,0.0375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,-0.554023817,-0.155387147,0.090222767,2.218693467,2.354933377,-1.708968173,0.109987358,0.151930894,0.039647577,-0.148351648,0.037546934,0.313452329,2.098520293,-0.898734177,-0.745098039,-0.614611872,-1.364571429,-1.024390244,0.032527106,-0.52557673,0,0,-0.586206897,-1.373887995,0.140401146,0.333333333,0,0.666666667,0.053333333,0.333333333,0.272727273,-0.2,0,0,0.697674419,0.0125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,-0.760365279,-0.215922972,-0.11606392,0.00321608,0.086215287,0.771542439,0.034134008,0.720112712,0.083700441,1.862637363,0.078848561,1.217046389,-0.433666776,-0.215189873,0.705882353,-0.205479452,-0.983428571,-0.414634146,0.012510425,1.131394183,0,0.53649635,1,-0.578433449,0.140401146,0,0,0.666666667,0.666666667,1,0.454545455,0.3,0.333333333,0,0.813953488,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,-0.760365279,-0.215922972,-0.173445474,2.467537688,2.758201788,-1.84226664,0.021491783,0.470112712,0.083700441,-1.197802198,0.010012516,1.153194989,2.591362071,-0.924050633,-0.85620915,-0.792694064,-1.397714286,-1.170731707,0.029190992,0.834503511,0,0.047445255,-0.689655172,-1.41934254,0.140401146,0,0,1,0.666666667,0,0.8,0.2,0,0,1.279069767,0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46,-0.868462117,-0.08596742,-0.483664501,0.068341709,-0.044055407,0.928023249,0.059418458,0.242839985,0.127753304,0.895604396,0.095118899,0.592076622,-0.697082209,0.936708861,1.581699346,1.488584475,-0.370285714,0.43902439,0.015846539,-0.136409228,0,0.47810219,1.551724138,2.08065746,0.140401146,0.666666667,0.333333333,0.666666667,0.02,0.333333333,-0.518181818,-0.2,0.333333333,0,-0.313953488,0.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,-0.868462117,-0.08596742,-0.49800989,-0.339698492,0.013102057,0.591879287,0.056890013,0.44738544,0.127753304,0.851648352,0.209011264,0.812654187,-0.306207695,0.582278481,1.117647059,0.95890411,-0.652,0.073170732,0.025854879,0.200601805,0,0.503649635,0.310344828,0.148839278,0.140401146,0.666666667,0.333333333,0.666666667,0,0.333333333,-0.518181818,-0.2,0.333333333,0,-0.313953488,0.0125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,-0.868462117,-0.08596742,-0.512355279,0.052261307,0.053512218,0.725177755,0.036662453,-0.825341833,0.083700441,0.263736264,0.090112641,0.005804673,-0.53563404,1.189873418,1.281045752,0.922374429,-0.370285714,-0.146341463,0.005838198,0.529588766,0,0.281021898,1,0.626112005,0.140401146,0.333333333,0.333333333,0.666666667,0,0.333333333,-0.527272727,-0.2,0.333333333,0,-0.325581395,0.005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,-0.965443529,-0.27292232,-0.194423827,-0.615075377,-0.468153798,1.142459914,0.026548673,-1.143523651,0.083700441,0.252747253,0.107634543,-0.287137813,-1.691263038,1.759493671,2.568627451,1.579908676,-1.165714286,0.024390244,0.009174312,-0.802407222,0,0.178832117,1.517241379,1.307930187,0.140401146,0,0,0.666666667,0,0,-0.545454545,-0.2,0,0,-0.348837209,0.0025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
76,-0.965417627,-0.272929438,-0.197219812,-0.615075377,-0.468153798,1.142459914,0.026548673,-1.143523651,0.083700441,0.252747253,0.107634543,-0.287137813,-1.691263038,1.759493671,2.568627451,1.579908676,-1.165714286,0.024390244,0.009174312,-0.802407222,0,0.178832117,1.517241379,1.307930187,0.140401146,0.333333333,0,0.666666667,0.033333333,0,-0.509090909,-0.1,0.333333333,0,-0.325581395,0.0075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,-0.965384555,-0.272936557,-0.200768556,-0.615075377,-0.468153798,1.142459914,0.026548673,-1.143523651,0.083700441,0.252747253,0.107634543,-0.287137813,-1.691263038,1.759493671,2.568627451,1.579908676,-1.165714286,0.024390244,0.009174312,-0.802407222,0,0.178832117,1.517241379,1.307930187,0.140401146,0,0.333333333,0.666666667,0,0,-0.545454545,-0.2,0,0,-0.348837209,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
78,-0.965301297,-0.272957913,-0.20962246,0.420100503,0.296181484,0.023911904,0.034134008,0.44738544,0.171806167,0.093406593,0.038798498,0.804914623,0.135650451,1.367088608,0.091503268,0.511415525,-1.331428571,-0.682926829,0.005838198,-0.112337011,0,0.153284672,0.068965517,-0.555706176,0.140401146,0,0.333333333,0.666666667,0,0,-0.545454545,-0.2,0,0,-0.348837209,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
79,-0.965282795,-0.272962184,-0.211593971,0.420100503,0.296181484,0.023911904,0.034134008,0.44738544,0.171806167,0.093406593,0.038798498,0.804914623,0.135650451,1.367088608,0.091503268,0.511415525,-1.331428571,-0.682926829,0.005838198,-0.112337011,0,0.153284672,0.068965517,-0.555706176,0.140401146,0.666666667,0.333333333,0.333333333,0.2,0,0.545454545,-0.2,0,0,1.046511628,0.025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
80,-0.965262443,-0.272967878,-0.213744708,0.420100503,0.296181484,0.023911904,0.034134008,0.44738544,0.171806167,0.093406593,0.038798498,0.804914623,0.135650451,1.367088608,0.091503268,0.511415525,-1.331428571,-0.682926829,0.005838198,-0.112337011,0,0.153284672,0.068965517,-0.555706176,0.140401146,0.666666667,0,0.333333333,0,0,-0.536363636,-0.15,0.333333333,0,-0.348837209,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,-0.965247179,-0.27297215,-0.215357758,0.420100503,0.296181484,0.023911904,0.034134008,0.44738544,0.171806167,0.093406593,0.038798498,0.804914623,0.135650451,1.367088608,0.091503268,0.511415525,-1.331428571,-0.682926829,0.005838198,-0.112337011,0,0.153284672,0.068965517,-0.555706176,0.140401146,0.333333333,0.333333333,0,0.266666667,0,0.727272727,3.8,0,0,0.348837209,0.075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
99,0.069850817,0.027938735,-0.638480456,0.129849246,-0.016101574,1.281553967,0.024020228,-1.279887288,0.436123348,-0.181318681,0.030037547,-0.241861365,-0.714076753,-0.050632911,1.281045752,1.388127854,1.038285714,0.341463415,0.005838198,-0.292878636,0,0.076642336,0.586206897,1.239748369,0.140401146,0,0.333333333,0.333333333,0.013333333,0,-0.527272727,-0.1,0,0,-0.325581395,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,0.280061007,0.085275501,0.350519842,-0.205025126,-0.294931685,1.814747836,0.018963338,-1.007160015,0.436123348,0.131868132,0.028785982,-0.103516664,-1.733749398,0.151898734,0.77124183,0.593607306,3.441142857,2.609756098,0.012510425,-0.489468405,0,0.215328467,3.413793103,3.739748369,0.140401146,0,0,0.333333333,0.013333333,0,-0.454545455,-0.2,0.333333333,0,-0.23255814,0.0025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,0.280061007,0.085275501,0.336174453,-0.172864322,-0.265811373,1.820543422,0.006321113,-0.757160015,0.480176211,-0.186813187,0.028785982,0.0212838,-1.725252126,-0.113924051,0.653594771,0.511415525,3.805714286,2.609756098,0.009174312,-0.533600802,0,0.233576642,3.344827586,3.489748369,0.140401146,0,0,0.333333333,0.033333333,0,-0.454545455,-0.2,0.333333333,0,-0.23255814,0.0125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,0.280061007,0.085275501,-0.538894247,0.420100503,0.411579573,-0.02245278,0.026548673,-1.370796378,0.303964758,0.010989011,0.038798498,-0.365694384,0.263109532,0.341772152,0.104575163,0.054794521,-0.602285714,0.12195122,0.015846539,1.552657974,0,0.080291971,0.103448276,0.103384733,0.140401146,0.333333333,0,0.666666667,0,0,-0.454545455,-0.15,0,0,-0.23255814,0.0175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,-0.443475489,0.042735274,-0.458560072,-0.631155779,-0.485276042,1.762587567,0.013906448,-1.348069106,0.039647577,0.538461538,0.117647059,-0.328350989,-1.72100349,0.443037975,1.60130719,1.488584475,1.850285714,-0.048780488,0.005838198,-0.409227683,0,0.138686131,1.793103448,1.557930187,0.140401146,0.333333333,0.333333333,0.666666667,0.006666667,0,-0.454545455,-0.2,0.333333333,0,-0.23255814,0.0125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,0.840249629,0.108325242,0.381147247,-0.104522613,-0.104462349,1.826339008,0.031605563,-0.643523651,0.392070485,0.950549451,0.012515645,-0.049339718,-1.338626249,0.860759494,1.222222222,0.831050228,2.049142857,2.12195122,0.025854879,-0.52557673,0,0.284671533,3.655172414,4.989748369,0.140401146,0.333333333,0,0.666666667,0.013333333,0.333333333,-0.509090909,-0.1,0,0,-0.302325581,0.025,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,0.840249629,0.108325242,0.373974552,-0.104522613,-0.104462349,1.826339008,0.031605563,-0.643523651,0.392070485,0.950549451,0.012515645,-0.049339718,-1.338626249,0.860759494,1.222222222,0.831050228,2.049142857,2.12195122,0.025854879,-0.52557673,0,0.284671533,3.655172414,4.989748369,0.140401146,0.333333333,0.666666667,0.666666667,0.02,0.333333333,-0.363636364,-0.2,0,0,-0.11627907,0.0375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,0.91626895,0.266470101,0.670422006,0.607839196,0.477318989,0.846885051,0.034134008,0,0.259911894,0.142857143,0.005006258,-0.360663668,-0.739568569,-0.734177215,-0.241830065,-0.64109589,4.352571429,2.609756098,0.005838198,-0.148445336,0,0.135036496,3.862068966,4.171566551,0.140401146,0,0,0.666666667,0,0,-0.436363636,-0.2,0,0,-0.209302326,0.0125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,0.91626895,0.266470101,0.039224911,0.167638191,-0.068968063,1.513377388,0.016434893,-0.279887288,0.303964758,0.901098901,0.043804756,0.394717748,-1.517068961,-0.569620253,0.588235294,0.132420091,4.153714286,1.829268293,0.005838198,-0.605817452,0,0.102189781,2.862068966,4.103384733,0.140401146,0,0,0.333333333,0.013333333,0,-0.436363636,-0.2,0.333333333,0,-0.209302326,0.0025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,-0.011596936,0.483043705,-0.921127125,-0.123819095,-0.12445913,1.90168162,0.029077118,0,0.568281938,0.818681319,0.027534418,-0.369951144,-1.576549866,-0.582278481,-0.019607843,-0.561643836,5.562285714,4.902439024,0.005838198,-0.790371113,0,0.040145985,4.448275862,5.398839278,0.140401146,0,0,0,0,0,-0.436363636,-0.2,0,0,-0.209302326,0.0025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,0.840712174,1.030243709,-0.059973451,0.184522613,0.032473939,1.913272791,0.041719343,-1.05261456,0.392070485,-0.10989011,0.035043805,-0.142214483,-1.359869429,0.443037975,0.745098039,0.150684932,4.435428571,1.634146341,0.005838198,-0.5777332,0,0.324817518,3.344827586,4.535202915,0.140401146,0,0,0.666666667,0.013333333,0.333333333,-0.454545455,-0.2,0,0,-0.23255814,0.01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,0.549737873,-0.449993878,1.158387965,-0.32160804,-0.356296806,1.791565494,0.016434893,-0.55261456,0.436123348,-0.175824176,0.046307885,0.116093455,-1.640279406,-0.189873418,0.091503268,0.214611872,3.457714286,3.146341463,0.005838198,-0.637913741,0,0.098540146,3.75862069,3.762475642,0.140401146,0.333333333,0,0.666666667,0.013333333,0,-0.543636364,-0.15,0,0.005,-0.255813953,0.0025,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,0.543896619,-0.451259549,1.119875438,-0.331658291,-0.353172309,1.90168162,0.016434893,-0.279887288,0.612334802,-0.346153846,0.021276596,0.760412132,-1.542560778,0.367088608,0.470588235,0.593607306,2.496571429,3.43902439,0.009174312,-0.477432297,0,0.149635036,4.034482759,4.057930187,0.140401146,0,0,0.666666667,0.013333333,0,-0.472727273,-0.19,0,0.01,-0.255813953,0.0025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,-0.694753227,-0.979084389,-1.053606788,0.329648241,-0.126250508,1.304736309,0.036662453,-1.325341833,0.436123348,-0.120879121,0.016270338,-0.280172205,-1.538312142,-0.253164557,0.098039216,-0.873059361,3.391428571,2.853658537,0.005838198,-0.585757272,0,0.299270073,4.724137931,4.921566551,0.140401146,0,0,0.333333333,0.006666667,0,-0.363636364,-0.2,0,0,-0.11627907,0.0075,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,-0.694753227,-0.979084389,-1.067952177,0.570452261,0.210778567,0.557105774,0.041719343,1.470112712,0.392070485,0.659340659,0.012515645,1.112562279,-0.807546746,-0.46835443,-0.098039216,-0.83196347,2.314285714,1.853658537,0.005838198,-0.256770311,0,0.204379562,3,3.876112005,0.140401146,0,0,0.333333333,0.026666667,0,-0.4,-0.2,0,0,-0.162790698,0.0075,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,-0.694753227,-0.979084389,-1.110988342,0.759798995,0.753191243,-0.039839537,0.026548673,3.311021803,0.259911894,0.851648352,0.008760951,1.832341702,-0.127764982,0,-0.333333333,-0.926940639,1.121142857,1.243902439,0.005838198,0.100300903,0,0.226277372,2.034482759,2.535202915,0.140401146,0,0,0,0.053333333,0,-0.218181818,-0.2,0.333333333,0,0.069767442,0.0125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
177,0.453538625,1.546065314,-0.679263874,-0.430150754,-0.263561736,1.281553967,0.021491783,-1.370796378,0.259911894,0.582417582,0.027534418,-0.383108402,-1.406604425,0.582278481,1.254901961,3.360730594,2.032571429,0.341463415,0.042535446,-0.280842528,0,0.397810219,0.862068966,1.148839278,0.140401146,0.333333333,0,0.666666667,0,0.333333333,-0.543636364,-0.2,0.333333333,0,-0.346511628,0.0025,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,0.453538625,1.546065314,-0.686436568,-0.430150754,-0.263561736,1.281553967,0.021491783,-1.370796378,0.259911894,0.582417582,0.027534418,-0.383108402,-1.406604425,0.582278481,1.254901961,3.360730594,2.032571429,0.341463415,0.042535446,-0.280842528,0,0.397810219,0.862068966,1.148839278,0.140401146,0.666666667,0,0.666666667,0,0.333333333,-0.490909091,-0.2,0.333333333,0,-0.279069767,0.0175,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,0.453538625,1.546065314,-0.706161478,-0.56281407,-0.366545156,1.606106757,0.024020228,-1.370796378,0.083700441,0.450549451,0.058823529,-0.386784695,-1.436344877,0.556962025,1.091503268,1.534246575,2.529714286,0.073170732,0.015846539,-0.264794383,0,0.350364964,0.655172414,1.126112005,0.140401146,0.666666667,0,0.666666667,0,0.666666667,0.454545455,-0.2,0,0,0.930232558,0.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
180,0.453538625,1.546065314,-0.713334172,-0.56281407,-0.366545156,1.606106757,0.024020228,-1.370796378,0.083700441,0.450549451,0.058823529,-0.386784695,-1.436344877,0.556962025,1.091503268,1.534246575,2.529714286,0.073170732,0.015846539,-0.264794383,0,0.350364964,0.655172414,1.126112005,0.140401146,0.333333333,0,0.666666667,0,0.333333333,-0.454545455,-0.2,0,0,-0.23255814,0.025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,1.049782653,1.090167342,0.414356821,0.309547739,0.141123114,1.078708473,0.034134008,-1.370796378,0.303964758,0.412087912,0.007509387,-0.200067721,-1.181426716,0.126582278,0.450980392,-0.191780822,3.374857143,2.43902439,0.005838198,-0.59779338,0,0.218978102,3.896551724,3.989748369,0.140401146,0.666666667,0,0.666666667,0.013333333,0,-0.272727273,-0.2,0,0,0,0.025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,0.543295542,1.41415929,-0.172513024,-0.514572864,-0.336383345,1.188824598,0.018963338,-0.325341833,0.171806167,-0.142857143,0.010012516,0.110288782,-1.364118065,0.518987342,1.366013072,3.01369863,0.276,0.341463415,0.039199333,-0.152457372,0,0.375912409,0.965517241,1.535202915,0.140401146,0.666666667,0,0.333333333,0.006666667,0.333333333,0.363636364,3.3,0,0,0,0.075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
215,0.543295542,1.41415929,-0.179685718,-0.514572864,-0.336383345,1.188824598,0.018963338,-0.325341833,0.171806167,-0.142857143,0.010012516,0.110288782,-1.364118065,0.518987342,1.366013072,3.01369863,0.276,0.341463415,0.039199333,-0.152457372,0,0.375912409,0.965517241,1.535202915,0.140401146,0.333333333,0,0.333333333,0,0,-0.545454545,-0.2,0,0,-0.348837209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
227,0.351177348,1.670610797,0.254477466,-0.135879397,-0.055011977,1.519172974,0.046776233,0,0.568281938,-0.445054945,0.021276596,-0.314419775,-1.487328509,-0.291139241,0.660130719,-0.511415525,4.004571429,3.731707317,0.005838198,-0.778335005,0,0.142335766,4.137931034,4.58065746,0.140401146,0.666666667,0,0.666666667,0,0,-0.472727273,-0.2,0.333333333,0,-0.255813953,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,0.663500428,1.299072885,0.046758059,-0.514572864,-0.355963526,0.591879287,0.056890013,0.356476349,0.127753304,-0.137362637,0.012515645,0.199293765,-0.442164048,0.544303797,0.973856209,2.246575342,0.16,0.609756098,0.04587156,0.324974925,0,0.306569343,0.482758621,0.671566551,0.140401146,0,0,0.333333333,0,0.333333333,0.181818182,2.3,0,0,0,0.075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
270,0.663999052,1.299215255,0.044725055,-0.514572864,-0.355963526,0.591879287,0.056890013,0.356476349,0.127753304,-0.137362637,0.012515645,0.199293765,-0.442164048,0.544303797,0.973856209,2.246575342,0.16,0.609756098,0.04587156,0.324974925,0,0.306569343,0.482758621,0.671566551,0.140401146,0.666666667,0,0.666666667,0,0.333333333,-0.543636364,-0.19,0,0,-0.348837209,0.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,0.664436851,1.299340541,0.04293931,-0.514572864,-0.355963526,0.591879287,0.056890013,0.356476349,0.127753304,-0.137362637,0.012515645,0.199293765,-0.442164048,0.544303797,0.973856209,2.246575342,0.16,0.609756098,0.04587156,0.324974925,0,0.306569343,0.482758621,0.671566551,0.140401146,0,0,0.333333333,0,0,-0.545454545,-0.2,0.333333333,0,-0.348837209,0.0025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
398,1.018537717,0.457630618,0.840773495,-0.466331658,-0.4457824,0.371647037,0.122629583,0,0.127753304,2.598901099,0.012515645,-0.34305616,-1.406604425,0.607594937,0.411764706,1.634703196,0.110285714,-0.341463415,0.019182652,-0.637913741,0,0.138686131,0.793103448,1.626112005,0.140401146,0,0.666666667,0.666666667,0,0.666666667,-0.503636364,-0.2,0,0,-0.295348837,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,1.018537717,0.457630618,0.833600801,-0.466331658,-0.4457824,0.371647037,0.122629583,0,0.127753304,2.598901099,0.012515645,-0.34305616,-1.406604425,0.607594937,0.411764706,1.634703196,0.110285714,-0.341463415,0.019182652,-0.637913741,0,0.138686131,0.793103448,1.626112005,0.140401146,0,1,0.333333333,0,0.333333333,-0.545454545,-0.2,0,0,-0.348837209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
400,1.018537717,0.457630618,0.753266625,-0.127437186,-0.132791122,1.258371624,0.021491783,0,0.392070485,0.71978022,0.003754693,-0.286750834,-1.525566233,0.455696203,-0.14379085,-0.232876712,4.021142857,2.414634146,0.032527106,-0.690070211,0,0.237226277,4.310344828,4.239748369,0.140401146,0,0.333333333,0.333333333,0.006666667,0.333333333,-0.445454545,-0.2,0,0.075,-0.220930233,0.025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,1.018537717,0.457630618,0.251178026,0.739698492,0.349214613,0.67881307,0.056890013,2.379203622,0.480176211,0.137362637,0.028785982,1.658201519,-0.705579481,-0.303797468,0.124183007,-0.637442922,2.960571429,1.804878049,0.039199333,-0.304914744,0,0.116788321,3.034482759,5.898839278,0.140401146,0.333333333,0,0.666666667,0.02,0.333333333,-0.418181818,-0.2,0,0.04,-0.186046512,0.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
402,0.188060746,0.215117156,-0.046703967,-0.172864322,-0.298889382,1.530764145,0.029077118,-0.166250924,0.568281938,0.307692308,0.018773467,0.032893146,-1.737998035,0,0.339869281,-0.420091324,4.104,3.097560976,0.009174312,-0.425275827,0,0.313868613,3.655172414,4.012475642,0.140401146,0,0,0.333333333,0.02,0,-0.436363636,-0.2,0.333333333,0,-0.209302326,0.02,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,0.188060746,0.215117156,-0.218848629,-0.615075377,-0.454697631,1.953841889,0.018963338,0,0.039647577,0.423076923,0.120150188,-0.368790209,-1.466085329,1.873417722,1.77124183,0.858447489,-0.154857143,-0.024390244,0.005838198,-0.589769308,0,0.145985401,1.896551724,1.876112005,0.140401146,0.333333333,0,0.666666667,0,0.333333333,-0.490909091,0.1,0.333333333,0,-0.279069767,0.0075,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
407,-1.180610818,-0.015380257,-0.686077934,-0.172864322,-0.160911595,0.139823615,0.024020228,1.583749076,0.127753304,0.587912088,0.050062578,2.083877521,-0.246726791,0.620253165,1.124183007,0.949771689,-1.314857143,0.43902439,0.005838198,0.481444333,0,0.313868613,0.827586207,0.171566551,0.140401146,0.666666667,0,0.666666667,0.133333333,0,0.090909091,3.3,0,0,-0.23255814,0.0375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
